mirror,date,source,source_type,credits,relationship
a,2026-06-08,Telegram: lomovkaa,telegram,23,credited-by-mirror
a,2026-06-08,Telegram: oroszokazigazsagoldalan,telegram,34,credited-by-mirror
a,2026-06-08,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2026-06-08,Telegram: rusputnikmd,telegram,101,credited-by-mirror
a,2026-06-09,Telegram: leblorikzov,telegram,52,credited-by-mirror
a,2026-06-09,Telegram: llordofwar,telegram,110,credited-by-mirror
a,2026-06-09,Telegram: lomovkaa,telegram,13,credited-by-mirror
a,2026-06-09,Telegram: oroszokazigazsagoldalan,telegram,41,credited-by-mirror
a,2026-06-09,Telegram: ostashkonews,telegram,10,credited-by-mirror
a,2026-06-09,Telegram: rusputnikmd,telegram,84,credited-by-mirror
a,2026-06-10,Telegram: leblorikzov,telegram,51,credited-by-mirror
a,2026-06-10,Telegram: llordofwar,telegram,106,credited-by-mirror
a,2026-06-10,Telegram: lomovkaa,telegram,17,credited-by-mirror
a,2026-06-10,Telegram: oroszokazigazsagoldalan,telegram,36,credited-by-mirror
a,2026-06-10,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2026-06-10,Telegram: rusputnikmd,telegram,55,credited-by-mirror
a,2026-06-11,Telegram: leblorikzov,telegram,55,credited-by-mirror
a,2026-06-11,Telegram: llordofwar,telegram,93,credited-by-mirror
a,2026-06-11,Telegram: lomovkaa,telegram,26,credited-by-mirror
a,2026-06-11,Telegram: oroszokazigazsagoldalan,telegram,38,credited-by-mirror
a,2026-06-11,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2026-06-11,Telegram: rusputnikmd,telegram,62,credited-by-mirror
a,2026-06-12,Telegram: leblorikzov,telegram,36,credited-by-mirror
a,2026-06-12,Telegram: llordofwar,telegram,75,credited-by-mirror
a,2026-06-12,Telegram: lomovkaa,telegram,16,credited-by-mirror
a,2026-06-12,Telegram: oroszokazigazsagoldalan,telegram,26,credited-by-mirror
a,2026-06-12,Telegram: ostashkonews,telegram,15,credited-by-mirror
a,2026-06-12,Telegram: rusputnikmd,telegram,83,credited-by-mirror
a,2026-06-13,Telegram: leblorikzov,telegram,53,credited-by-mirror
a,2026-06-13,Telegram: llordofwar,telegram,94,credited-by-mirror
a,2026-06-13,Telegram: lomovkaa,telegram,33,credited-by-mirror
a,2026-06-13,Telegram: oroszokazigazsagoldalan,telegram,10,credited-by-mirror
a,2026-06-13,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2026-06-13,Telegram: rusputnikmd,telegram,48,credited-by-mirror
a,2026-06-14,Telegram: leblorikzov,telegram,54,credited-by-mirror
a,2026-06-14,Telegram: llordofwar,telegram,80,credited-by-mirror
a,2026-06-14,Telegram: lomovkaa,telegram,16,credited-by-mirror
a,2026-06-14,Telegram: oroszokazigazsagoldalan,telegram,24,credited-by-mirror
a,2026-06-14,Telegram: ostashkonews,telegram,11,credited-by-mirror
a,2026-06-14,Telegram: rusputnikmd,telegram,88,credited-by-mirror
a,2026-06-15,Telegram: leblorikzov,telegram,51,credited-by-mirror
a,2026-06-15,Telegram: llordofwar,telegram,84,credited-by-mirror
a,2026-06-15,Telegram: lomovkaa,telegram,25,credited-by-mirror
a,2026-06-15,Telegram: oroszokazigazsagoldalan,telegram,53,credited-by-mirror
a,2026-06-15,Telegram: ostashkonews,telegram,10,credited-by-mirror
a,2026-06-15,Telegram: rusputnikmd,telegram,73,credited-by-mirror
a,2026-06-16,Telegram: leblorikzov,telegram,33,credited-by-mirror
a,2026-06-16,Telegram: llordofwar,telegram,100,credited-by-mirror
a,2026-06-16,Telegram: lomovkaa,telegram,29,credited-by-mirror
a,2026-06-16,Telegram: oroszokazigazsagoldalan,telegram,29,credited-by-mirror
a,2026-06-16,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2026-06-16,Telegram: rusputnikmd,telegram,86,credited-by-mirror
a,2026-06-17,Telegram: leblorikzov,telegram,39,credited-by-mirror
a,2026-06-17,Telegram: llordofwar,telegram,77,credited-by-mirror
a,2026-06-17,Telegram: lomovkaa,telegram,10,credited-by-mirror
a,2026-06-17,Telegram: oroszokazigazsagoldalan,telegram,37,credited-by-mirror
a,2026-06-17,Telegram: ostashkonews,telegram,17,credited-by-mirror
a,2026-06-17,Telegram: rusputnikmd,telegram,95,credited-by-mirror
a,2026-06-18,Telegram: leblorikzov,telegram,43,credited-by-mirror
a,2026-06-18,Telegram: llordofwar,telegram,97,credited-by-mirror
a,2026-06-18,Telegram: lomovkaa,telegram,25,credited-by-mirror
a,2026-06-18,Telegram: oroszokazigazsagoldalan,telegram,52,credited-by-mirror
a,2026-06-18,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2026-06-18,Telegram: rusputnikmd,telegram,80,credited-by-mirror
a,2026-06-19,Telegram: leblorikzov,telegram,46,credited-by-mirror
a,2026-06-19,Telegram: llordofwar,telegram,85,credited-by-mirror
a,2026-06-19,Telegram: lomovkaa,telegram,42,credited-by-mirror
a,2026-06-19,Telegram: oroszokazigazsagoldalan,telegram,56,credited-by-mirror
a,2026-06-19,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2026-06-19,Telegram: rusputnikmd,telegram,61,credited-by-mirror
a,2026-06-20,Telegram: leblorikzov,telegram,39,credited-by-mirror
a,2026-06-20,Telegram: llordofwar,telegram,23,credited-by-mirror
a,2026-06-20,Telegram: lomovkaa,telegram,24,credited-by-mirror
a,2026-06-20,Telegram: oroszokazigazsagoldalan,telegram,28,credited-by-mirror
a,2026-06-20,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2026-06-20,Telegram: rusputnikmd,telegram,64,credited-by-mirror
a,2026-06-21,Telegram: leblorikzov,telegram,33,credited-by-mirror
a,2026-06-21,Telegram: llordofwar,telegram,79,credited-by-mirror
a,2026-06-21,Telegram: lomovkaa,telegram,31,credited-by-mirror
a,2026-06-21,Telegram: oroszokazigazsagoldalan,telegram,52,credited-by-mirror
a,2026-06-21,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2026-06-21,Telegram: rusputnikmd,telegram,73,credited-by-mirror
a,2026-06-22,Telegram: leblorikzov,telegram,25,credited-by-mirror
a,2026-06-22,Telegram: llordofwar,telegram,87,credited-by-mirror
a,2026-06-22,Telegram: lomovkaa,telegram,28,credited-by-mirror
a,2026-06-22,Telegram: oroszokazigazsagoldalan,telegram,46,credited-by-mirror
a,2026-06-22,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2026-06-22,Telegram: rusputnikmd,telegram,110,credited-by-mirror
a,2026-06-23,Telegram: leblorikzov,telegram,33,credited-by-mirror
a,2026-06-23,Telegram: llordofwar,telegram,78,credited-by-mirror
a,2026-06-23,Telegram: lomovkaa,telegram,17,credited-by-mirror
a,2026-06-23,Telegram: oroszokazigazsagoldalan,telegram,16,credited-by-mirror
a,2026-06-23,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2026-06-23,Telegram: rusputnikmd,telegram,112,credited-by-mirror
a,2026-06-24,Telegram: leblorikzov,telegram,34,credited-by-mirror
a,2026-06-24,Telegram: llordofwar,telegram,93,credited-by-mirror
a,2026-06-24,Telegram: lomovkaa,telegram,24,credited-by-mirror
a,2026-06-24,Telegram: oroszokazigazsagoldalan,telegram,26,credited-by-mirror
a,2026-06-24,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2026-06-24,Telegram: rusputnikmd,telegram,87,credited-by-mirror
a,2026-06-25,Telegram: leblorikzov,telegram,35,credited-by-mirror
a,2026-06-25,Telegram: llordofwar,telegram,70,credited-by-mirror
a,2026-06-25,Telegram: lomovkaa,telegram,20,credited-by-mirror
a,2026-06-25,Telegram: oroszokazigazsagoldalan,telegram,40,credited-by-mirror
a,2026-06-25,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2026-06-25,Telegram: rusputnikmd,telegram,68,credited-by-mirror
a,2026-06-26,Telegram: leblorikzov,telegram,28,credited-by-mirror
a,2026-06-26,Telegram: llordofwar,telegram,62,credited-by-mirror
a,2026-06-26,Telegram: lomovkaa,telegram,17,credited-by-mirror
a,2026-06-26,Telegram: oroszokazigazsagoldalan,telegram,37,credited-by-mirror
a,2026-06-26,Telegram: ostashkonews,telegram,15,credited-by-mirror
a,2026-06-26,Telegram: rusputnikmd,telegram,92,credited-by-mirror
a,2026-06-27,Telegram: leblorikzov,telegram,36,credited-by-mirror
a,2026-06-27,Telegram: llordofwar,telegram,72,credited-by-mirror
a,2026-06-27,Telegram: lomovkaa,telegram,15,credited-by-mirror
a,2026-06-27,Telegram: oroszokazigazsagoldalan,telegram,37,credited-by-mirror
a,2026-06-27,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2026-06-27,Telegram: rusputnikmd,telegram,80,credited-by-mirror
a,2026-06-28,Telegram: leblorikzov,telegram,38,credited-by-mirror
a,2026-06-28,Telegram: llordofwar,telegram,61,credited-by-mirror
a,2026-06-28,Telegram: lomovkaa,telegram,22,credited-by-mirror
a,2026-06-28,Telegram: oroszokazigazsagoldalan,telegram,18,credited-by-mirror
a,2026-06-28,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2026-06-28,Telegram: rusputnikmd,telegram,52,credited-by-mirror
a,2026-06-29,Telegram: leblorikzov,telegram,24,credited-by-mirror
a,2026-06-29,Telegram: llordofwar,telegram,69,credited-by-mirror
a,2026-06-29,Telegram: lomovkaa,telegram,19,credited-by-mirror
a,2026-06-29,Telegram: oroszokazigazsagoldalan,telegram,28,credited-by-mirror
a,2026-06-29,Telegram: ostashkonews,telegram,12,credited-by-mirror
a,2026-06-29,Telegram: rusputnikmd,telegram,104,credited-by-mirror
a,2026-06-30,Telegram: leblorikzov,telegram,40,credited-by-mirror
a,2026-06-30,Telegram: llordofwar,telegram,56,credited-by-mirror
a,2026-06-30,Telegram: lomovkaa,telegram,22,credited-by-mirror
a,2026-06-30,Telegram: oroszokazigazsagoldalan,telegram,23,credited-by-mirror
a,2026-06-30,Telegram: ostashkonews,telegram,12,credited-by-mirror
a,2026-06-30,Telegram: rusputnikmd,telegram,118,credited-by-mirror
abkhazia,2026-06-01,sputnik-abkhazia.info,domain,26,credited-by-mirror
abkhazia,2026-06-02,sputnik-abkhazia.info,domain,34,credited-by-mirror
abkhazia,2026-06-03,sputnik-abkhazia.info,domain,25,credited-by-mirror
abkhazia,2026-06-04,sputnik-abkhazia.info,domain,32,credited-by-mirror
abkhazia,2026-06-05,sputnik-abkhazia.info,domain,27,credited-by-mirror
abkhazia,2026-06-06,sputnik-abkhazia.info,domain,14,credited-by-mirror
abkhazia,2026-06-07,sputnik-abkhazia.info,domain,12,credited-by-mirror
abkhazia,2026-06-08,sputnik-abkhazia.info,domain,27,credited-by-mirror
abkhazia,2026-06-09,sputnik-abkhazia.info,domain,20,credited-by-mirror
abkhazia,2026-06-10,sputnik-abkhazia.info,domain,24,credited-by-mirror
abkhazia,2026-06-11,sputnik-abkhazia.info,domain,21,credited-by-mirror
abkhazia,2026-06-12,sputnik-abkhazia.info,domain,34,credited-by-mirror
abkhazia,2026-06-13,sputnik-abkhazia.info,domain,15,credited-by-mirror
abkhazia,2026-06-14,sputnik-abkhazia.info,domain,13,credited-by-mirror
abkhazia,2026-06-15,sputnik-abkhazia.info,domain,18,credited-by-mirror
abkhazia,2026-06-16,sputnik-abkhazia.info,domain,27,credited-by-mirror
abkhazia,2026-06-17,sputnik-abkhazia.info,domain,34,credited-by-mirror
abkhazia,2026-06-18,sputnik-abkhazia.info,domain,22,credited-by-mirror
abkhazia,2026-06-19,sputnik-abkhazia.info,domain,26,credited-by-mirror
abkhazia,2026-06-20,sputnik-abkhazia.info,domain,12,credited-by-mirror
abkhazia,2026-06-21,sputnik-abkhazia.info,domain,13,credited-by-mirror
abkhazia,2026-06-22,sputnik-abkhazia.info,domain,30,credited-by-mirror
abkhazia,2026-06-23,sputnik-abkhazia.info,domain,26,credited-by-mirror
abkhazia,2026-06-24,sputnik-abkhazia.info,domain,30,credited-by-mirror
abkhazia,2026-06-25,sputnik-abkhazia.info,domain,29,credited-by-mirror
abkhazia,2026-06-26,sputnik-abkhazia.info,domain,25,credited-by-mirror
abkhazia,2026-06-27,sputnik-abkhazia.info,domain,12,credited-by-mirror
abkhazia,2026-06-28,sputnik-abkhazia.info,domain,12,credited-by-mirror
abkhazia,2026-06-29,sputnik-abkhazia.info,domain,28,credited-by-mirror
abkhazia,2026-06-30,sputnik-abkhazia.info,domain,20,credited-by-mirror
albania,2026-06-01,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-01,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-02,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-02,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-03,Telegram: balkanar,telegram,1,credited-by-mirror
albania,2026-06-03,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2026-06-04,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2026-06-05,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-05,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-07,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2026-06-07,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-07,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-08,Telegram: balkanar,telegram,1,credited-by-mirror
albania,2026-06-10,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-11,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-12,Telegram: balkanar,telegram,1,credited-by-mirror
albania,2026-06-12,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2026-06-13,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-14,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-15,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-17,Telegram: balkanar,telegram,4,credited-by-mirror
albania,2026-06-18,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-18,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-19,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-20,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2026-06-22,Telegram: balkanar,telegram,1,credited-by-mirror
albania,2026-06-23,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2026-06-23,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-24,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2026-06-24,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-24,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2026-06-25,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-27,Telegram: balkanar,telegram,4,credited-by-mirror
albania,2026-06-28,Telegram: balkanar,telegram,2,credited-by-mirror
albania,2026-06-29,Telegram: balkanar,telegram,3,credited-by-mirror
albania,2026-06-30,Telegram: balkanar,telegram,1,credited-by-mirror
albania,2026-06-30,Telegram: rusembalb,telegram,1,credited-by-mirror
algeria,2026-06-01,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-01,ar.topwar.ru,domain,2,credited-by-mirror
algeria,2026-06-01,arabic.rt.com,domain,3,credited-by-mirror
algeria,2026-06-02,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-02,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-02,arabic.rt.com,domain,3,credited-by-mirror
algeria,2026-06-02,sarabic.ae,domain,2,credited-by-mirror
algeria,2026-06-03,Telegram: rustradealgeria,telegram,2,credited-by-mirror
algeria,2026-06-03,arabic.rt.com,domain,7,credited-by-mirror
algeria,2026-06-03,sarabic.ae,domain,2,credited-by-mirror
algeria,2026-06-04,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-04,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-04,arabic.rt.com,domain,8,credited-by-mirror
algeria,2026-06-04,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-05,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-05,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-05,arabic.rt.com,domain,1,credited-by-mirror
algeria,2026-06-06,Telegram: Sputnik_Arabic,telegram,1,credited-by-mirror
algeria,2026-06-06,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-06,arabic.rt.com,domain,2,credited-by-mirror
algeria,2026-06-07,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-07,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-07,Telegram: rustradealgeria,telegram,2,credited-by-mirror
algeria,2026-06-07,arabic.rt.com,domain,7,credited-by-mirror
algeria,2026-06-07,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-08,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-08,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-08,arabic.rt.com,domain,2,credited-by-mirror
algeria,2026-06-08,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-09,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-09,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-09,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-09,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-09,sarabic.ae,domain,2,credited-by-mirror
algeria,2026-06-10,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-10,Telegram: rustradealgeria,telegram,2,credited-by-mirror
algeria,2026-06-10,arabic.rt.com,domain,4,credited-by-mirror
algeria,2026-06-10,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-11,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-11,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-11,ar.topwar.ru,domain,1,credited-by-mirror
algeria,2026-06-11,arabic.rt.com,domain,1,credited-by-mirror
algeria,2026-06-12,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-12,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-12,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-12,sarabic.ae,domain,4,credited-by-mirror
algeria,2026-06-13,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-13,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-13,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-14,ar.topwar.ru,domain,1,credited-by-mirror
algeria,2026-06-14,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-14,sarabic.ae,domain,2,credited-by-mirror
algeria,2026-06-15,Telegram: ambrussie_algerie,telegram,2,credited-by-mirror
algeria,2026-06-15,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-15,arabic.rt.com,domain,6,credited-by-mirror
algeria,2026-06-16,Telegram: Sputnik_Arabic,telegram,1,credited-by-mirror
algeria,2026-06-16,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-16,Telegram: ambrussie_algerie,telegram,2,credited-by-mirror
algeria,2026-06-16,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-16,ar.topwar.ru,domain,1,credited-by-mirror
algeria,2026-06-16,arabic.rt.com,domain,3,credited-by-mirror
algeria,2026-06-17,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-17,Telegram: ambrussie_algerie,telegram,3,credited-by-mirror
algeria,2026-06-17,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-17,arabic.rt.com,domain,8,credited-by-mirror
algeria,2026-06-18,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-18,ar.topwar.ru,domain,2,credited-by-mirror
algeria,2026-06-18,arabic.rt.com,domain,1,credited-by-mirror
algeria,2026-06-19,ar.topwar.ru,domain,2,credited-by-mirror
algeria,2026-06-19,arabic.rt.com,domain,7,credited-by-mirror
algeria,2026-06-19,sarabic.ae,domain,3,credited-by-mirror
algeria,2026-06-20,arabic.rt.com,domain,6,credited-by-mirror
algeria,2026-06-21,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-21,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-21,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-22,Telegram: Sputnik_Arabic,telegram,1,credited-by-mirror
algeria,2026-06-22,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-22,arabic.rt.com,domain,1,credited-by-mirror
algeria,2026-06-22,sarabic.ae,domain,4,credited-by-mirror
algeria,2026-06-23,Telegram: ambrussie_algerie,telegram,2,credited-by-mirror
algeria,2026-06-23,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-23,ar.topwar.ru,domain,2,credited-by-mirror
algeria,2026-06-23,arabic.rt.com,domain,7,credited-by-mirror
algeria,2026-06-24,arabic.rt.com,domain,6,credited-by-mirror
algeria,2026-06-25,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-25,arabic.rt.com,domain,5,credited-by-mirror
algeria,2026-06-25,sarabic.ae,domain,1,credited-by-mirror
algeria,2026-06-26,Telegram: rustradealgeria,telegram,2,credited-by-mirror
algeria,2026-06-26,arabic.rt.com,domain,6,credited-by-mirror
algeria,2026-06-27,Telegram: meridienamitie,telegram,1,credited-by-mirror
algeria,2026-06-27,arabic.rt.com,domain,3,credited-by-mirror
algeria,2026-06-28,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-28,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-28,ar.topwar.ru,domain,1,credited-by-mirror
algeria,2026-06-28,arabic.rt.com,domain,3,credited-by-mirror
algeria,2026-06-29,Telegram: africaninitiative,telegram,1,credited-by-mirror
algeria,2026-06-29,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-29,ar.topwar.ru,domain,2,credited-by-mirror
algeria,2026-06-29,arabic.rt.com,domain,2,credited-by-mirror
algeria,2026-06-29,sarabic.ae,domain,2,credited-by-mirror
algeria,2026-06-30,Telegram: Sputnik_Arabic,telegram,1,credited-by-mirror
algeria,2026-06-30,Telegram: rustradealgeria,telegram,1,credited-by-mirror
algeria,2026-06-30,arabic.rt.com,domain,7,credited-by-mirror
algeria,2026-06-30,sarabic.ae,domain,3,credited-by-mirror
armenia,2026-06-01,Telegram: armeniasputnik,telegram,51,credited-by-mirror
armenia,2026-06-01,Telegram: caucasar,telegram,3,credited-by-mirror
armenia,2026-06-01,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2026-06-01,Telegram: rt_russian,telegram,2,credited-by-mirror
armenia,2026-06-01,Telegram: sputniklive,telegram,10,credited-by-mirror
armenia,2026-06-01,arm.sputniknews.ru,domain,26,credited-by-mirror
armenia,2026-06-02,Telegram: armeniasputnik,telegram,56,credited-by-mirror
armenia,2026-06-02,Telegram: caucasar,telegram,2,credited-by-mirror
armenia,2026-06-02,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2026-06-02,Telegram: rt_russian,telegram,2,credited-by-mirror
armenia,2026-06-02,Telegram: rusembassyarm,telegram,1,credited-by-mirror
armenia,2026-06-02,Telegram: sputniklive,telegram,7,credited-by-mirror
armenia,2026-06-02,arm.sputniknews.ru,domain,26,credited-by-mirror
armenia,2026-06-03,Telegram: armeniasputnik,telegram,55,credited-by-mirror
armenia,2026-06-03,Telegram: caucasar,telegram,5,credited-by-mirror
armenia,2026-06-03,Telegram: infodefARM,telegram,2,credited-by-mirror
armenia,2026-06-03,Telegram: rt_russian,telegram,2,credited-by-mirror
armenia,2026-06-03,Telegram: sputniklive,telegram,4,credited-by-mirror
armenia,2026-06-03,arm.sputniknews.ru,domain,31,credited-by-mirror
armenia,2026-06-04,Telegram: armeniasputnik,telegram,73,credited-by-mirror
armenia,2026-06-04,Telegram: caucasar,telegram,2,credited-by-mirror
armenia,2026-06-04,Telegram: infodefARM,telegram,2,credited-by-mirror
armenia,2026-06-04,Telegram: rt_russian,telegram,1,credited-by-mirror
armenia,2026-06-04,Telegram: rusembassyarm,telegram,1,credited-by-mirror
armenia,2026-06-04,Telegram: sputniklive,telegram,8,credited-by-mirror
