mirror,date,source,source_type,credits,relationship
bosnia-herzegovina,2026-09-03,Telegram: panonskimornar,telegram,12,credited-by-mirror
bosnia-herzegovina,2026-09-04,Telegram: ZoranStevanovic,telegram,77,credited-by-mirror
bosnia-herzegovina,2026-09-04,Telegram: balkanar,telegram,2,credited-by-mirror
bosnia-herzegovina,2026-09-04,Telegram: panonskimornar,telegram,26,credited-by-mirror
bosnia-herzegovina,2026-09-05,Telegram: ZoranStevanovic,telegram,12,credited-by-mirror
bulgaria,2026-09-01,Telegram: BulgariaZOV,telegram,5,credited-by-mirror
bulgaria,2026-09-01,Telegram: InfodefBULGARIA,telegram,44,credited-by-mirror
bulgaria,2026-09-01,Telegram: NPzBG,telegram,15,credited-by-mirror
bulgaria,2026-09-01,Telegram: Za_PraVda,telegram,6,credited-by-mirror
bulgaria,2026-09-01,Telegram: bgmilitary,telegram,1,credited-by-mirror
bulgaria,2026-09-01,Telegram: bulgariaz,telegram,5,credited-by-mirror
bulgaria,2026-09-01,Telegram: efir_info,telegram,5,credited-by-mirror
bulgaria,2026-09-01,Telegram: posveteniteZ,telegram,84,credited-by-mirror
bulgaria,2026-09-01,Telegram: vremenapredsyuriy,telegram,6,credited-by-mirror
bulgaria,2026-09-01,bgr.news-front.su,domain,24,credited-by-mirror
bulgaria,2026-09-02,Telegram: BulgariaZOV,telegram,9,credited-by-mirror
bulgaria,2026-09-02,Telegram: InfodefBULGARIA,telegram,39,credited-by-mirror
bulgaria,2026-09-02,Telegram: NPzBG,telegram,27,credited-by-mirror
bulgaria,2026-09-02,Telegram: Za_PraVda,telegram,5,credited-by-mirror
bulgaria,2026-09-02,Telegram: bgmilitary,telegram,2,credited-by-mirror
bulgaria,2026-09-02,Telegram: bulgariaz,telegram,10,credited-by-mirror
bulgaria,2026-09-02,Telegram: efir_info,telegram,4,credited-by-mirror
bulgaria,2026-09-02,Telegram: posveteniteZ,telegram,72,credited-by-mirror
bulgaria,2026-09-02,Telegram: vremenapredsyuriy,telegram,14,credited-by-mirror
bulgaria,2026-09-02,bgr.news-front.su,domain,24,credited-by-mirror
bulgaria,2026-09-03,Telegram: BulgariaZOV,telegram,4,credited-by-mirror
bulgaria,2026-09-03,Telegram: InfodefBULGARIA,telegram,30,credited-by-mirror
bulgaria,2026-09-03,Telegram: NPzBG,telegram,24,credited-by-mirror
bulgaria,2026-09-03,Telegram: Za_PraVda,telegram,12,credited-by-mirror
bulgaria,2026-09-03,Telegram: bgmilitary,telegram,1,credited-by-mirror
bulgaria,2026-09-03,Telegram: bulgariaz,telegram,3,credited-by-mirror
bulgaria,2026-09-03,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2026-09-03,Telegram: posveteniteZ,telegram,64,credited-by-mirror
bulgaria,2026-09-03,Telegram: vremenapredsyuriy,telegram,7,credited-by-mirror
bulgaria,2026-09-03,bgr.news-front.su,domain,24,credited-by-mirror
bulgaria,2026-09-04,Telegram: BulgariaZOV,telegram,3,credited-by-mirror
bulgaria,2026-09-04,Telegram: InfodefBULGARIA,telegram,46,credited-by-mirror
bulgaria,2026-09-04,Telegram: NPzBG,telegram,18,credited-by-mirror
bulgaria,2026-09-04,Telegram: Za_PraVda,telegram,10,credited-by-mirror
bulgaria,2026-09-04,Telegram: bgmilitary,telegram,1,credited-by-mirror
bulgaria,2026-09-04,Telegram: bulgariaz,telegram,2,credited-by-mirror
bulgaria,2026-09-04,Telegram: efir_info,telegram,2,credited-by-mirror
bulgaria,2026-09-04,Telegram: posveteniteZ,telegram,76,credited-by-mirror
bulgaria,2026-09-04,Telegram: vremenapredsyuriy,telegram,6,credited-by-mirror
bulgaria,2026-09-04,bgr.news-front.su,domain,22,credited-by-mirror
bulgaria,2026-09-05,Telegram: BulgariaZOV,telegram,1,credited-by-mirror
bulgaria,2026-09-05,Telegram: InfodefBULGARIA,telegram,12,credited-by-mirror
bulgaria,2026-09-05,Telegram: NPzBG,telegram,7,credited-by-mirror
bulgaria,2026-09-05,Telegram: bulgariaz,telegram,1,credited-by-mirror
bulgaria,2026-09-05,Telegram: posveteniteZ,telegram,6,credited-by-mirror
bulgaria,2026-09-05,bgr.news-front.su,domain,17,credited-by-mirror
burkina-faso,2026-09-01,Telegram: bircvmapatriemoncombat,telegram,3,credited-by-mirror
burkina-faso,2026-09-01,lefaso.net,domain,13,credited-by-mirror
burkina-faso,2026-09-01,lepays.bf,domain,3,credited-by-mirror
burkina-faso,2026-09-01,lobspaalga.com,domain,1,credited-by-mirror
burkina-faso,2026-09-02,Telegram: bircvmapatriemoncombat,telegram,2,credited-by-mirror
burkina-faso,2026-09-02,lefaso.net,domain,15,credited-by-mirror
burkina-faso,2026-09-02,lepays.bf,domain,3,credited-by-mirror
burkina-faso,2026-09-02,lobspaalga.com,domain,2,credited-by-mirror
burkina-faso,2026-09-03,Telegram: bircvmapatriemoncombat,telegram,2,credited-by-mirror
burkina-faso,2026-09-03,lefaso.net,domain,9,credited-by-mirror
burkina-faso,2026-09-03,lepays.bf,domain,3,credited-by-mirror
burkina-faso,2026-09-03,lobspaalga.com,domain,1,credited-by-mirror
burkina-faso,2026-09-04,Telegram: bircvmapatriemoncombat,telegram,2,credited-by-mirror
burkina-faso,2026-09-04,lefaso.net,domain,12,credited-by-mirror
burkina-faso,2026-09-05,lefaso.net,domain,6,credited-by-mirror
cameroon,2026-09-02,afrinz.ru,domain,1,credited-by-mirror
cameroon,2026-09-03,Telegram: rybar_africa,telegram,2,credited-by-mirror
canada,2026-09-01,Telegram: PrivateCanadianNews,telegram,3,credited-by-mirror
canada,2026-09-01,Telegram: rbc_sport,telegram,3,credited-by-mirror
canada,2026-09-01,swentr.site,domain,1,credited-by-mirror
canada,2026-09-02,Telegram: PrivateCanadianNews,telegram,3,credited-by-mirror
canada,2026-09-02,Telegram: lomovkaa,telegram,1,credited-by-mirror
canada,2026-09-02,swentr.site,domain,2,credited-by-mirror
canada,2026-09-03,Telegram: llordofwar,telegram,2,credited-by-mirror
canada,2026-09-03,Telegram: rbc_sport,telegram,2,credited-by-mirror
canada,2026-09-03,swentr.site,domain,1,credited-by-mirror
canada,2026-09-04,Telegram: llordofwar,telegram,2,credited-by-mirror
canada,2026-09-04,Telegram: rbc_sport,telegram,1,credited-by-mirror
car,2026-09-01,Telegram: rusbangui,telegram,2,credited-by-mirror
car,2026-09-01,radiondekeluka.org,domain,7,credited-by-mirror
car,2026-09-02,Telegram: dnobangui,telegram,1,credited-by-mirror
car,2026-09-02,radiondekeluka.org,domain,8,credited-by-mirror
car,2026-09-03,radiondekeluka.org,domain,5,credited-by-mirror
car,2026-09-04,Telegram: rusbangui,telegram,2,credited-by-mirror
car,2026-09-04,radiondekeluka.org,domain,9,credited-by-mirror
catalan,2026-09-01,Telegram: rbc_sport,telegram,1,credited-by-mirror
catalan,2026-09-02,Telegram: rbc_sport,telegram,1,credited-by-mirror
catalan,2026-09-04,Telegram: rbc_sport,telegram,1,credited-by-mirror
chad,2026-09-01,Telegram: RiaArabic,telegram,1,credited-by-mirror
chad,2026-09-01,Telegram: Sputnik_Arabic,telegram,1,credited-by-mirror
chad,2026-09-01,Telegram: rtarabictelegram,telegram,7,credited-by-mirror
chad,2026-09-01,afrinz.ru,domain,1,credited-by-mirror
chad,2026-09-01,ar.topwar.ru,domain,1,credited-by-mirror
chad,2026-09-01,arabic.rt.com,domain,15,credited-by-mirror
chad,2026-09-01,sarabic.ae,domain,8,credited-by-mirror
chad,2026-09-02,Telegram: Center_for_Russian_Studies,telegram,4,credited-by-mirror
chad,2026-09-02,Telegram: Sputnik_Arabic,telegram,2,credited-by-mirror
chad,2026-09-02,Telegram: rtarabicnewsroom,telegram,1,credited-by-mirror
chad,2026-09-02,Telegram: rtarabictelegram,telegram,1,credited-by-mirror
chad,2026-09-02,ar.topwar.ru,domain,4,credited-by-mirror
chad,2026-09-02,arabic.rt.com,domain,15,credited-by-mirror
chad,2026-09-02,sarabic.ae,domain,6,credited-by-mirror
chad,2026-09-03,Telegram: Center_for_Russian_Studies,telegram,2,credited-by-mirror
chad,2026-09-03,Telegram: rtarabictelegram,telegram,5,credited-by-mirror
chad,2026-09-03,Telegram: tass_ar,telegram,1,credited-by-mirror
chad,2026-09-03,ar.topwar.ru,domain,5,credited-by-mirror
chad,2026-09-03,arabic.rt.com,domain,14,credited-by-mirror
chad,2026-09-03,sarabic.ae,domain,5,credited-by-mirror
chad,2026-09-04,Telegram: Sputnik_Arabic,telegram,2,credited-by-mirror
chad,2026-09-04,Telegram: rtarabicnewsroom,telegram,1,credited-by-mirror
chad,2026-09-04,Telegram: rtarabictelegram,telegram,5,credited-by-mirror
chad,2026-09-04,Telegram: tass_ar,telegram,1,credited-by-mirror
chad,2026-09-04,afrinz.ru,domain,1,credited-by-mirror
chad,2026-09-04,ar.topwar.ru,domain,7,credited-by-mirror
chad,2026-09-04,arabic.rt.com,domain,19,credited-by-mirror
chad,2026-09-04,sarabic.ae,domain,3,credited-by-mirror
chad,2026-09-05,Telegram: rtarabictelegram,telegram,1,credited-by-mirror
chad,2026-09-05,arabic.rt.com,domain,1,credited-by-mirror
chad,2026-09-05,sarabic.ae,domain,1,credited-by-mirror
croatia,2026-09-01,Telegram: nultatacka,telegram,10,credited-by-mirror
croatia,2026-09-02,Telegram: nultatacka,telegram,15,credited-by-mirror
croatia,2026-09-03,Telegram: nultatacka,telegram,14,credited-by-mirror
croatia,2026-09-04,Telegram: nultatacka,telegram,13,credited-by-mirror
cyprus,2026-09-01,Telegram: rusembcy,telegram,2,credited-by-mirror
cyprus,2026-09-02,Telegram: infantmilitario,telegram,1,credited-by-mirror
cyprus,2026-09-04,Telegram: rusembcy,telegram,1,credited-by-mirror
czechia,2026-09-01,Telegram: InfodefenseCZE,telegram,21,credited-by-mirror
czechia,2026-09-01,Telegram: Libertas_info_cz,telegram,12,credited-by-mirror
czechia,2026-09-01,Telegram: MGzpravy,telegram,22,credited-by-mirror
czechia,2026-09-01,Telegram: jarek53,telegram,13,credited-by-mirror
czechia,2026-09-01,Telegram: neCT24,telegram,16,credited-by-mirror
czechia,2026-09-01,Telegram: news_22_faraon,telegram,36,credited-by-mirror
czechia,2026-09-01,Telegram: selskyrozum,telegram,92,credited-by-mirror
czechia,2026-09-01,Telegram: to_je_nas_svet,telegram,12,credited-by-mirror
czechia,2026-09-01,Telegram: uk100a,telegram,24,credited-by-mirror
czechia,2026-09-02,Telegram: BN4JeyTQ6RVkMTNk,telegram,1,credited-by-mirror
czechia,2026-09-02,Telegram: InfodefenseCZE,telegram,23,credited-by-mirror
czechia,2026-09-02,Telegram: Libertas_info_cz,telegram,10,credited-by-mirror
czechia,2026-09-02,Telegram: MGzpravy,telegram,69,credited-by-mirror
czechia,2026-09-02,Telegram: jarek53,telegram,5,credited-by-mirror
czechia,2026-09-02,Telegram: neCT24,telegram,16,credited-by-mirror
czechia,2026-09-02,Telegram: news_22_faraon,telegram,30,credited-by-mirror
czechia,2026-09-02,Telegram: selskyrozum,telegram,88,credited-by-mirror
czechia,2026-09-02,Telegram: to_je_nas_svet,telegram,9,credited-by-mirror
czechia,2026-09-02,Telegram: uk100a,telegram,26,credited-by-mirror
czechia,2026-09-03,Telegram: BN4JeyTQ6RVkMTNk,telegram,3,credited-by-mirror
czechia,2026-09-03,Telegram: InfodefenseCZE,telegram,17,credited-by-mirror
czechia,2026-09-03,Telegram: Libertas_info_cz,telegram,19,credited-by-mirror
czechia,2026-09-03,Telegram: MGzpravy,telegram,26,credited-by-mirror
czechia,2026-09-03,Telegram: jarek53,telegram,37,credited-by-mirror
czechia,2026-09-03,Telegram: neCT24,telegram,13,credited-by-mirror
czechia,2026-09-03,Telegram: news_22_faraon,telegram,38,credited-by-mirror
czechia,2026-09-03,Telegram: selskyrozum,telegram,85,credited-by-mirror
czechia,2026-09-03,Telegram: to_je_nas_svet,telegram,9,credited-by-mirror
czechia,2026-09-03,Telegram: uk100a,telegram,36,credited-by-mirror
czechia,2026-09-04,Telegram: InfodefenseCZE,telegram,31,credited-by-mirror
czechia,2026-09-04,Telegram: Libertas_info_cz,telegram,22,credited-by-mirror
czechia,2026-09-04,Telegram: MGzpravy,telegram,14,credited-by-mirror
czechia,2026-09-04,Telegram: jarek53,telegram,13,credited-by-mirror
czechia,2026-09-04,Telegram: neCT24,telegram,22,credited-by-mirror
czechia,2026-09-04,Telegram: news_22_faraon,telegram,27,credited-by-mirror
czechia,2026-09-04,Telegram: selskyrozum,telegram,53,credited-by-mirror
